p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=7.08644e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=1.25089e-16 e[6]=2.39689e-16 e[7]=0 e[8]=0 e[9]=6.0082e-16 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=7.08644e-16 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  113   5.315509e-18   2.394613e-04   8.648379e-15   1.000000e+00   248       114       1         0         
  114   5.206810e-18   2.338103e-04   6.766186e-15   1.000000e+00   250       115       1         0         
  115   5.069753e-18   3.217154e-04   9.635354e-15   1.000000e+00   252       116       1         0         
  116   4.946355e-18   6.677808e-04   1.915475e-14   1.000000e+00   254       117       1         0         
  117   4.729843e-18   3.326133e-04   1.057436e-14   1.000000e+00   256       118       1         0         
  118   4.584908e-18   2.448078e-04   8.257083e-15   1.000000e+00   258       119       1         0         
  119   4.463421e-18   2.790601e-04   9.225543e-15   1.000000e+00   260       120       1         0         
  120   4.320468e-18   4.161038e-04   1.527330e-14   1.000000e+00   262       121       1         0         
  121   4.165045e-18   3.194547e-04   1.634603e-14   1.000000e+00   264       122       1         0         
  122   4.062187e-18   2.167334e-04   6.175751e-15   1.000000e+00   266       123       1         0         
  123   3.939796e-18   2.844979e-04   9.027010e-15   1.000000e+00   268       124       1         0         
  124   3.835104e-18   3.707409e-04   9.541519e-15   1.000000e+00   270       125       1         0         
  125   3.688241e-18   3.185901e-04   1.291379e-14   1.000000e+00   272       126       1         0         
  126   3.584234e-18   7.408244e-04   3.065696e-14   1.000000e+00   274       127       1         0         
  127   3.369476e-18   2.605330e-04   7.761849e-15   1.000000e+00   276       128       1         0         
  128   3.312986e-18   2.003161e-04   1.852252e-15   1.000000e+00   278       129       1         0         
  129   3.235002e-18   2.405390e-04   7.250124e-15   1.000000e+00   280       130       1         0         
  130   3.211000e-18   4.046187e-04   1.467766e-14   1.000000e+00   282       131       1         0         
