p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=7.08644e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=1.25089e-16 e[6]=2.39689e-16 e[7]=0 e[8]=0 e[9]=6.0082e-16 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=7.08644e-16 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  182   1.779631e-18   1.221589e-04   3.565901e-15   1.000000e+00   388       183       1         0         
  183   1.768622e-18   1.059179e-04   2.328613e-15   1.000000e+00   390       184       1         0         
  184   1.747162e-18   1.828091e-04   7.802211e-15   1.000000e+00   392       185       1         0         
  185   1.733840e-18   1.349539e-04   2.616790e-15   1.000000e+00   394       186       1         0         
  186   1.725809e-18   8.085646e-05   1.278001e-15   1.000000e+00   396       187       1         0         
  187   1.713742e-18   6.353671e-05   1.007021e-15   1.000000e+00   398       188       1         0         
  188   1.704905e-18   8.581364e-05   3.086913e-15   1.000000e+00   400       189       1         0         
  189   1.700048e-18   2.020046e-04   6.592456e-15   1.000000e+00   402       190       1         0         
  190   1.684654e-18   7.671681e-05   3.706929e-15   1.000000e+00   404       191       1         0         
  191   1.677842e-18   6.065914e-05   1.732140e-15   1.000000e+00   406       192       1         0         
  192   1.670045e-18   7.924691e-05   2.285527e-15   1.000000e+00   408       193       1         0         
  193   1.660384e-18   1.329495e-04   3.255649e-15   1.000000e+00   410       194       1         0         
  194   1.645841e-18   8.946009e-05   4.249098e-15   1.000000e+00   412       195       1         0         
  195   1.632070e-18   7.051955e-05   2.325192e-15   1.000000e+00   414       196       1         0         
  196   1.622922e-18   1.633646e-04   3.832665e-15   1.000000e+00   416       197       1         0         
  197   1.610619e-18   8.479384e-05   8.148896e-16   1.000000e+00   418       198       1         0         
  198   1.603173e-18   7.982374e-05   1.293992e-15   1.000000e+00   420       199       1         0         
  199   1.587427e-18   1.039495e-04   4.963643e-15   1.000000e+00   422       200       1         0         
  200   1.574226e-18   1.542725e-04   4.819407e-15   1.000000e+00   424       201       1         0         
Optimization Terminated with Status: Iteration Limit Exceeded
exit_code=0
